0,6e-07
1,3e-07
2,4e-07
3,3e-07
4,4e-07
5,4e-07
6,4e-07
7,4e-07
8,2.28e-05
9,4e-07
10,5e-07
11,4e-07
12,4e-07
13,4e-07
14,1.3e-06
15,5e-07
16,4e-07
17,4e-07
18,4e-07
19,4e-07
20,4e-07
21,3e-07
22,4e-07
23,2e-07
24,3e-07
25,3e-07
26,4e-07
27,3e-07
28,3e-07
29,4e-07
30,3e-07
31,3e-07
32,2e-07
33,1e-07
34,3e-07
35,4e-07
36,9e-07
37,4e-07
38,3e-07
39,3e-07
40,4e-07
41,3e-07
42,3e-07
43,1.14e-05
44,3e-07
45,4e-07
46,4e-07
47,4e-07
48,3e-07
49,3e-07
50,4e-07
51,4e-07
52,1.43e-05
53,5e-07
54,4e-07
55,3e-07
56,4e-07
57,4e-07
58,4e-07
59,4e-07
60,3e-07
61,2e-07
62,1e-07
63,3e-07
64,2e-07
65,5e-07
66,4e-07
67,4e-07
68,3e-07
69,4e-07
70,3e-07
71,4e-07
72,4e-07
73,3e-07
74,4e-07
75,3e-07
76,4e-07
77,4e-07
78,3e-07
79,5e-07
80,4e-07
81,2e-07
82,5e-07
83,3e-07
84,4e-07
85,3e-07
86,4e-07
87,4e-07
88,3e-07
89,4e-07
90,5e-07
91,4e-07
92,2e-07
93,3e-07
94,3e-07
95,3e-07
96,3e-07
97,3e-07
98,3e-07
99,3e-07
100,3e-07
101,3e-07
102,4e-07
103,3e-07
104,3e-07
105,5e-07
106,4e-07
107,3e-07
108,4e-07
109,3e-07
110,3e-07
111,3e-07
112,4e-07
113,2e-07
114,1e-07
115,2e-07
116,4e-07
117,3e-07
118,3e-07
119,4e-07
120,4e-07
121,4e-07
122,4e-07
123,5e-07
124,5e-07
125,4e-07
126,4e-07
127,4e-07
128,4e-07
129,4e-07
130,4.1e-06
131,4e-07
132,3e-07
133,6e-07
134,4e-07
135,3e-07
136,3e-07
137,5e-07
138,3e-07
139,3e-07
140,4e-07
141,2e-07
142,3e-07
143,3e-07
144,4e-07
145,0.000103
146,1.1e-06
147,1.5e-06
148,6e-07
149,8e-07
150,1.9e-06
151,8e-07
152,3e-07
153,5e-07
154,8e-07
155,6e-07
156,8e-07
157,4e-07
158,1.1e-06
159,4e-07
160,3e-07
161,4e-07
162,4e-07
163,3e-07
164,7e-07
165,4e-07
166,2.9e-06
167,4e-07
168,3e-07
169,4e-07
170,3e-07
171,4e-07
172,4e-07
173,4e-07
174,4e-07
175,3e-07
176,3e-07
177,3e-07
178,4e-07
179,4e-07
180,4e-07
181,6e-07
182,4e-07
183,4e-07
184,4e-07
185,4e-07
186,4e-07
187,5e-07
188,4e-07
189,4e-07
190,4e-07
191,4e-07
192,3e-07
193,3e-07
194,4e-07
195,4e-07
196,3e-07
197,4e-07
198,3e-07
199,4e-07
200,3e-07
201,3e-07
202,7e-07
203,3e-07
204,4e-07
205,4e-07
206,3e-07
207,4e-07
208,4e-07
209,4e-07
210,3e-07
211,3e-07
212,4e-07
213,4e-07
214,4e-07
215,3e-07
216,4e-07
217,5e-07
218,3e-07
219,4e-07
220,8e-07
221,4e-07
222,5e-07
223,3e-07
224,4e-07
225,2e-07
226,3e-07
227,4e-07
228,3e-07
229,3e-07
230,3e-07
231,3e-07
232,3e-07
233,4e-07
234,3e-07
235,3e-07
236,4e-07
237,4e-07
238,4e-07
239,3e-07
240,4e-07
241,4e-07
242,5e-07
243,4e-07
244,3e-07
245,4e-07
246,5e-07
247,3e-07
248,4e-07
249,1e-07
250,4e-07
251,4e-07
252,4e-07
253,3e-07
254,4e-07
255,3e-07
256,5e-07
257,3e-07
258,3e-07
259,3e-07
260,4e-07
261,3e-07
262,3e-07
263,5e-07
264,4e-07
265,4e-07
266,4e-07
267,4e-07
268,5e-07
269,4e-07
270,4e-07
271,5e-07
272,4e-07
273,4e-07
274,2e-07
275,3e-07
276,4e-07
277,3e-07
278,3e-07
279,3e-07
280,4e-07
281,4e-07
282,4e-07
283,3e-07
284,5e-07
285,4e-07
286,4e-07
287,3e-07
288,3e-07
289,1.72e-05
290,3e-07
291,3e-07
292,4e-07
293,3e-07
294,3e-07
295,4e-07
296,4e-07
297,3e-07
298,4e-07
299,4e-07
300,3e-07
301,4e-07
302,6e-07
303,3e-07
304,4e-07
305,4e-07
306,4e-07
307,4e-07
308,3e-07
309,2e-07
310,5e-07
311,6e-07
312,3e-07
313,3e-07
314,4e-07
315,3e-07
316,3e-07
317,3e-07
318,2e-07
319,3e-07
320,4e-07
321,3e-07
322,3e-07
323,3e-07
324,3e-07
325,4e-07
326,4e-07
327,3e-07
328,4e-07
329,4e-07
330,3e-07
331,3e-07
332,4e-07
333,3e-07
334,2e-07
335,3e-07
336,4e-07
337,2e-07
338,4e-07
339,3e-07
340,4e-07
341,3e-07
342,3e-07
343,5e-07
344,3e-07
345,4e-07
346,3e-07
347,7e-07
348,7e-07
349,5e-07
350,3e-07
351,2e-07
352,4e-07
353,3e-07
354,3e-07
355,4e-07
356,3e-07
357,3e-07
358,4e-07
359,3e-07
360,4e-07
361,2e-07
362,3e-07
363,5e-07
364,3e-07
365,4e-07
366,4e-07
367,4e-07
368,5e-07
369,3e-07
370,4e-07
371,4e-07
372,3e-07
373,3e-07
374,6e-07
375,3e-07
376,4e-07
377,4e-07
378,4e-07
379,4e-07
380,4e-07
381,4e-07
382,3e-07
383,3e-07
384,3e-07
385,7e-07
386,4e-07
387,5e-07
388,4e-07
389,5e-07
390,4e-07
391,4e-07
392,3e-07
393,4e-07
394,3e-07
395,3e-07
396,2e-07
397,3e-07
398,3e-07
399,3e-07
400,4e-07
401,3e-07
402,4e-07
403,3e-07
404,3e-07
405,4e-07
406,3e-07
407,3e-07
408,4e-07
409,4e-07
410,4e-07
411,4e-07
412,4e-07
413,4e-07
414,4e-07
415,4e-07
416,4e-07
417,4e-07
418,5e-07
419,4e-07
420,5e-07
421,5e-07
422,3e-07
423,4e-07
424,3e-07
425,3e-07
426,2e-07
427,4e-07
428,3e-07
429,4e-07
430,4e-07
431,4e-07
432,4e-07
433,4e-07
434,4e-07
435,4e-07
436,3e-07
437,3e-07
438,5e-07
439,4e-07
440,4e-07
441,4e-07
442,3e-07
443,4e-07
444,4e-07
445,4e-07
446,4e-07
447,4e-07
448,3e-07
449,4e-07
450,4e-07
451,4e-07
452,3e-07
453,4e-07
454,3e-07
455,4e-07
456,4e-07
457,3e-07
458,4e-07
459,4e-07
460,4e-07
461,4e-07
462,5e-07
463,4e-07
464,4e-07
465,4e-07
466,9e-07
467,4e-07
468,4e-07
469,4e-07
470,4e-07
471,3.3e-06
472,4e-07
473,4e-07
